,g,pval,qval
980,JPT2,0.38692330859217783,0.6217046450731005
53,AC103702.2,0.38758003889510373,0.6225141114061059
3437,GBA2,0.38831274151102513,0.6234449143786478
2328,B4GALT3,0.3894396537964918,0.6250076462743382
413,CFLAR,0.38978224334295786,0.6253108909758922
3131,AC013268.5,0.3901595759718144,0.6253183050651221
1045,LETM1,0.3900632709039733,0.6253183050651221
3675,CAPS,0.3902477874362187,0.6253183050651221
2843,JUNB,0.3911361871686574,0.6264951915688451
371,CCND1,0.39164963964639454,0.6268242364769272
3782,KLHDC3,0.3915857460571962,0.6268242364769272
198,ARID1B,0.39183883166011013,0.6268805207769844
3556,MOB2,0.39235973087942,0.6272207795283737
2155,ADAMTS9,0.3922897477898728,0.6272207795283737
3659,ATF5,0.3931001000025084,0.6281575999254846
41,AC079140.2,0.39340987078724,0.6281986762760495
2081,AC093323.1,0.3936557804314146,0.6281986762760495
3619,AC020658.1,0.3937431997985755,0.6281986762760495
1156,MICU1,0.3936181681292862,0.6281986762760495
3187,AKAP12,0.3940154106374756,0.6283866462752844
1293,NFE2L1,0.3949417397971423,0.6296172663432704
3579,MVD,0.39579199751201555,0.6307256968965949
2636,FADS3,0.39638585568150997,0.6314248268586088
3963,IL16,0.396859550606118,0.6319320700183491
1136,MEF2A,0.39729415808366875,0.6323767005868329
1000,KIAA0040,0.3978131408300779,0.6329552318914844
656,ENAH,0.3995880838475423,0.6355308719263373
255,BAG1,0.3999152151365323,0.6355544418608694
794,GGTLC3,0.39987145458764184,0.6355544418608694
40,AC078814.1,0.4004673935170502,0.6361835642523006
3631,AC114801.3,0.4011639559067204,0.6370414750450066
973,IVD,0.40160839686045935,0.6371315448910183
714,FASTK,0.40169030569787545,0.6371315448910183
2729,GRK6,0.40166060912863333,0.6371315448910183
72,ACP5,0.40279213519734525,0.6386303039552766
3725,ENTPD6,0.40300862137996296,0.6387247231372466
3617,AC008799.1,0.4039202675678226,0.6397860301435556
1637,ICMT,0.4041498485255729,0.6397860301435556
2429,CHD1L,0.4041265434282286,0.6397860301435556
831,GRB2,0.40452349033723833,0.6401285403081493
2668,FMNL3,0.4054230325333942,0.6410535129801532
253,BACH2,0.40529517829514305,0.6410535129801532
882,HINT2,0.4056522374136031,0.6411668373877145
3602,NEO1,0.40581927940766616,0.6411818583809011
209,ASB13,0.40637438344240717,0.6418097557666268
675,ERP44,0.40733543783045933,0.6430780573971953
3399,FAAH,0.40759837429707857,0.6432436538926366
422,CHMP4B,0.4089336407317793,0.6451007433249386
3702,CS,0.40935422090958995,0.6455140174746343
824,GPR107,0.41049752108113813,0.6470661931836685
3983,LLGL2,0.4109333859174865,0.6472518888096634
3198,AL157792.1,0.41088555874802934,0.6472518888096634
204,ARPC1B,0.4113486041083251,0.647443289849861
876,HES1,0.41137305836652105,0.647443289849861
1232,MYL6,0.41211251530175197,0.6483563731264517
3415,FGF23,0.4124346128685077,0.6486123934987736
998,KHDRBS1,0.4127823205103288,0.648908476043661
3278,CCDC22,0.41348234615277324,0.6497579725257865
473,CPSF3,0.41417525476669803,0.6505956336937325
3680,CD2,0.41550402364727235,0.6524310865140426
2496,CTNNA1,0.4161831861227432,0.6532454946083937
2412,CDK4,0.4170487964639973,0.6543518124936272
3664,AVPI1,0.4173244517284822,0.6545319917282939
2887,LHPP,0.4191954774774863,0.6572132485875845
717,FBXL15,0.419457477393114,0.6573707866730744
1148,MFSD5,0.42075701855641123,0.6588999867351265
69,ACOT8,0.42069321225420686,0.6588999867351265
340,CAMSAP3,0.4209721037217009,0.6589832546720472
2950,MGAT4B,0.4220680522133968,0.660444818342378
468,COX17,0.4228752269536332,0.6614535640665977
679,ETNK1,0.42312855946936545,0.6615955578333913
2927,MARF1,0.42369127183609445,0.6622209970710078
2725,GPS1,0.4245221005569313,0.663010341238185
945,INAFM1,0.424509887616635,0.663010341238185
1962,AATF,0.42499505684843075,0.6632399851890771
3048,NCALD,0.42498011748708975,0.6632399851890771
63,ACAD9,0.4253318548772974,0.6632569537741764
683,EVL,0.42529911697187317,0.6632569537741764
290,BYSL,0.42572665403558174,0.6636183385388043
3457,HAGHL,0.42680702259263736,0.665047696000013
4019,NKD2,0.42706567965013487,0.6651960643612893
2953,MIF4GD,0.42797511511890096,0.666357581688572
480,CRTAP,0.4281650834014016,0.6663984280855466
869,HDGF,0.42913633059153045,0.6675900693405535
1124,MCAM,0.4292587743155353,0.6675900693405535
3820,MTATP6P2,0.42976720320783823,0.6681254839785721
3299,CNOT11,0.42996114439337507,0.668171766964886
312,C1orf43,0.4306218603415034,0.66894311892745
2329,B4GAT1,0.43099489847826933,0.669267163985714
2304,ASNA1,0.4316166736471988,0.669977063975629
276,BLOC1S1,0.4320422228090913,0.6703819469435767
3891,CARHSP1,0.43251303421816156,0.6706011616258734
777,GBAP1,0.4324376710482154,0.6706011616258734
3981,LINC01641,0.4330601425089766,0.6711937471483377
2261,ANKRD54,0.43364612215053766,0.6715177627011989
3116,AC006122.1,0.4337641764475312,0.6715177627011989
1021,KRI1,0.43375139533532947,0.6715177627011989
1182,MROH1,0.4343379208814979,0.6721503186265005
1303,NMD3,0.43456219233490045,0.6722417798567255
2485,CPD,0.43555715218930546,0.673269126247806
421,CHMP2A,0.43549185400236656,0.673269126247806
3489,ITGB2,0.4367515759117836,0.6748591169176003
1133,MED29,0.43746382668737704,0.6751906615918182
2474,COPS8,0.4374512003112119,0.6751906615918182
2957,MIR193BHG,0.437251516629379,0.6751906615918182
2805,IFRD1,0.43765679601776686,0.6752324335831354
1247,NANS,0.43815855169194706,0.6757503999189938
761,GABRE,0.43847588075384913,0.6759836494955174
169,AOC3,0.43913709473067664,0.6761593002449646
3123,AC008953.1,0.4390964105279984,0.6761593002449646
4018,NECTIN2,0.43909662682289285,0.6761593002449646
2119,AC116347.1,0.439254346399923,0.6761593002449646
2515,CYHR1,0.439423969483416,0.6761646713790183
2941,MED22,0.43962710448355935,0.6762215855057017
719,FBXL19,0.4402702090211916,0.676954949269456
1250,NASP,0.4420264230122859,0.6786822838312428
331,CACNA1H,0.4422273751155912,0.6786822838312428
94,AFAP1,0.44171248804346896,0.6786822838312428
2464,CNTROB,0.4421263100024432,0.6786822838312428
2136,AC145146.1,0.44201805989943244,0.6786822838312428
2986,MRPS18B,0.4431579227295669,0.6795978694458693
706,FAM234A,0.4430779575698539,0.6795978694458693
3144,AC040162.2,0.44380291615965306,0.6800744987838058
3526,LRRC75A,0.44373657184947224,0.6800744987838058
2252,ALYREF,0.4446582855565384,0.6811288002315059
553,DDX55,0.4450160800633879,0.6814204085244502
2622,EPHB6,0.4468657930064196,0.6837382622316269
2637,FAHD2B,0.4468521279565102,0.6837382622316269
522,CYP4F11,0.4482374963973228,0.6853217920124357
4060,MEIS1,0.4482062712020861,0.6853217920124357
3840,NRBP1,0.4503134012702372,0.6882371547765173
2610,EMP3,0.4505069158613061,0.6882744547881066
871,HDHD3,0.4508922223655596,0.6883908676390061
461,COPRS,0.4509213889743465,0.6883908676390061
3064,NDUFS8,0.45128039443556867,0.6886806169301704
2676,FOXO3,0.45184547735549596,0.6887681995643703
2023,AC018695.1,0.45179592500475985,0.6887681995643703
2856,KIF13B,0.4517752641652445,0.6887681995643703
3958,HSPBP1,0.45239682996976216,0.6893504672320973
1055,LIMK2,0.4527951003882493,0.6896991237201252
3373,EIF2B4,0.45302637414113256,0.6897932445770332
410,CERK,0.45463255583626405,0.6905672227029886
2166,AGFG1,0.45424089965257375,0.6905672227029886
694,FAM126A,0.45403759974713864,0.6905672227029886
1321,NPLOC4,0.4546737798479059,0.6905672227029886
3361,DPP9,0.4543656481222731,0.6905672227029886
938,IL15RA,0.4548920697952611,0.6905672227029886
418,CHID1,0.4538684395389295,0.6905672227029886
899,HNRNPKP3,0.4548154061316,0.6905672227029886
3691,CLIP2,0.45648444680340516,0.6927262112191868
4057,LRRC59,0.457612039619567,0.6939198961444253
3522,LOXL4,0.4574818002587062,0.6939198961444253
1035,LAMC1,0.45817825165823967,0.694519733426084
2842,JUN,0.4595223524500589,0.6962978311510573
1028,KRT18P63,0.46067408135357757,0.6975376257143779
730,FLOT1,0.46068332627033115,0.6975376257143779
1010,KLC1,0.46110536500940313,0.6979170084002495
1265,NDUFA2,0.4613925425987523,0.6980920625936512
4006,MTRNR2L3,0.4618813330649435,0.6983438455319029
17,AC006483.1,0.4619021209267524,0.6983438455319029
1025,KRT18P22,0.4624769229481459,0.6987666169246238
3488,IQCK,0.4626622639765964,0.6987666169246238
2543,DERL2,0.4626968139095482,0.6987666169246238
601,DTX3L,0.4630809150495695,0.6990872864435266
977,JMJD6,0.46371040462394386,0.6997780299664262
3859,AHI1,0.4654048755113961,0.7020748122058496
3389,EPHX1,0.4658644349204275,0.7025076880793405
3353,DMAP1,0.46983893102226393,0.7082386849113386
3160,AC092754.1,0.4709471170741647,0.7096463407966865
3804,MAGED4B,0.4730361521579144,0.7125303994384572
813,GNB2,0.4735100745484314,0.7129803934192068
2785,HSBP1,0.47428565163594405,0.7138840984313211
3244,ATP5G2P1,0.4747082910044479,0.7142560977405186
2478,COX19,0.4754879026169955,0.7151647315784078
3268,C21orf33,0.47631816351243794,0.7161488457686082
3179,ACCS,0.47685861250030526,0.7166966591123495
469,COX5A,0.4778051837252022,0.7178542258256083
2053,AC079075.1,0.47841670086233,0.7183683954096273
534,DCAF15,0.4785004225934888,0.7183683954096273
1176,MORF4L1,0.4791636920906637,0.7186633172007094
2462,CNOT3,0.4792265953028809,0.7186633172007094
3227,APPL2,0.4789651425207734,0.7186633172007094
3423,FO393411.1,0.4802785769044994,0.7189164428103392
1276,NDUFS5,0.48020022853513067,0.7189164428103392
176,AP4M1,0.479952755667274,0.7189164428103392
2438,CIAO1,0.4797376377707053,0.7189164428103392
2373,C9orf3,0.4801548270208319,0.7189164428103392
2118,AC116049.1,0.4816213857217069,0.7206614117232893
917,HSPD1,0.48192266440251286,0.7208472047476028
496,CTDSP2,0.4824891973947534,0.7214294758988414
2774,HNRNPA3,0.48327481670537586,0.7220736064577385
1257,NCF4,0.4832017009641594,0.7220736064577385
2638,FAM109B,0.48596294726267775,0.725594127228613
2239,AL627171.1,0.48613439950215354,0.725594127228613
353,CBLC,0.4861658931087046,0.725594127228613
3265,C14orf79,0.4867643308776769,0.725954865031933
1139,MEGF8,0.48659137206200076,0.725954865031933
1227,MYBBP1A,0.48721786095327746,0.7263650894065345
1152,MGRN1,0.4888054601120293,0.7281984709575253
815,GNL1,0.48863866525748867,0.7281984709575253
775,GATD1,0.4890691596451928,0.7282203000487378
2821,IMPA2,0.4891779607698401,0.7282203000487378
2564,DUSP3,0.48989291835098503,0.7287300309517034
49,AC097523.1,0.48987655911878747,0.7287300309517034
737,FOSL2,0.4900575171289465,0.7287300309517034
2967,MMP23B,0.4903988032409582,0.7289711940068297
3344,DDX54,0.4923006260134065,0.7315310507026522
3539,MCCC1,0.4940416300638386,0.7338423996339967
508,CUX1,0.49421671189110195,0.7338423996339967
578,DNAJA1,0.4944619351369376,0.733938758573062
2484,COX8A,0.49481105284054183,0.7341892034491452
1095,MAFK,0.4952635252308294,0.7345927651929576
3104,NSD1,0.49582498596959423,0.7351242172495769
143,ALCAM,0.4960309587868432,0.7351242172495769
572,DIDO1,0.4961636915932648,0.7351242172495769
3753,GRIPAP1,0.4966803814640497,0.735621962357599
266,BCS1L,0.4978356069809371,0.736164036639783
1200,MRPS26,0.4975984862014955,0.736164036639783
3314,COX7CP1,0.49807313857241287,0.736164036639783
902,HPS4,0.49813163560343054,0.736164036639783
3395,ETFB,0.4972291079264992,0.736164036639783
464,COPS7A,0.49773205255629116,0.736164036639783
1233,MYL6B,0.500087951176482,0.7387869187979244
546,DDX39A,0.5009211508259488,0.7397493047393365
2233,AL590383.1,0.5016547076577919,0.740366138005109
439,CMTM3,0.5017026556801205,0.740366138005109
3679,CCNG2,0.5021513054306552,0.7407596278009303
757,G6PD,0.5027229571740881,0.7413342158328038
3391,EPS15P1,0.5031873511881255,0.7417502786438503
113,AKAP1,0.5046292517852844,0.742834092972115
3758,HARS,0.5046583457029339,0.742834092972115
582,DNAJC22,0.5048351599903858,0.742834092972115
3770,IMP4,0.5042855462690623,0.742834092972115
2984,MRPL43,0.5048092684855694,0.742834092972115
3290,CHAC1,0.5056427503213243,0.7430208975541481
1244,NABP2,0.5060574761720145,0.7430208975541481
3413,FDPS,0.5055224325224091,0.7430208975541481
2833,ITGA1,0.5057439916836346,0.7430208975541481
1617,HEPN1,0.5059703732417717,0.7430208975541481
2824,INO80E,0.5059913447681976,0.7430208975541481
104,AGTRAP,0.5078780815602617,0.7454250962676758
2982,MRPL27,0.5087430262874162,0.7464254206884585
107,AHSA1,0.5100345260600536,0.7479399868435339
2777,HNRNPL,0.5101428509773096,0.7479399868435339
3802,LRRK1,0.5109279473661161,0.7488212984443978
2348,BRMS1,0.5130795204998174,0.751703977118163
330,CACFD1,0.5143269788390372,0.7532604547948476
3893,CCM2,0.5147493408829313,0.7536078479832844
3584,MYL12A,0.5153619910433949,0.753962366479733
651,EMD,0.5152064285514619,0.753962366479733
3275,CARM1,0.5158147642506483,0.7543536077973909
2387,CCDC8,0.5166257194402479,0.755268203348351
3596,NDUFA10,0.5179092446002265,0.7568727560225931
364,CCDC6,0.5192726140669268,0.7585927994445054
333,CACUL1,0.5208165944899332,0.7605753640380438
3513,LCAT,0.5225536136975844,0.7628383098096012
1340,NTMT1,0.5231256585348562,0.7633995805797291
3923,DHX30,0.5236486608515877,0.7638889066903088
3550,MLEC,0.5253855986173037,0.7653254783007967
3289,CGN,0.5248779046693789,0.7653254783007967
3042,NARFL,0.5252260634460459,0.7653254783007967
3184,ADD1,0.5250744719334334,0.7653254783007967
3772,INPP5D,0.5270720973715199,0.7675074906268645
776,GATS,0.527734122744943,0.7680492995224942
2896,LPGAT1,0.5280103046840144,0.7680492995224942
79,ACVRL1,0.5279891422098706,0.7680492995224942
3533,MAGIX,0.5291164676084943,0.769108579702347
3722,ELOA,0.5291095145771298,0.769108579702347
2720,GOT2,0.5293471217511878,0.7691691487066528
3307,COMMD7,0.5297567323576196,0.7694896148092475
2092,AC098935.1,0.5305875435078016,0.7704214420537826
2841,JOSD1,0.5309507332173085,0.7704838505898034
3630,AC107956.2,0.531009140271351,0.7704838505898034
1214,MTA3,0.53160433436631,0.7710725733680975
485,CSE1L,0.5322593144730969,0.7712544310191647
142,AL669831.1,0.5322982055854628,0.7712544310191647
1051,LHFPL2,0.5322158984563832,0.7712544310191647
1088,LYPLA1,0.5333369017770265,0.7719349894141173
3429,FUCA2,0.5329802641064941,0.7719349894141173
1249,NARS,0.5332824179936024,0.7719349894141173
3873,APCDD1,0.5343097831221122,0.7730681895865612
2297,ARMCX7P,0.5350687305271524,0.7738911632002525
3248,BAZ2B,0.5357082082333287,0.7745408197192354
44,AC087588.1,0.5385927916087885,0.7784348941220771
1190,MRPL37,0.5399186182137552,0.7800383026360266
1595,GM2A,0.5400854881642071,0.7800383026360266
463,COPS6,0.5415548192334275,0.7818829777509932
1107,MAP3K6,0.5418170489225922,0.7819841805372163
1108,MAP4K4,0.54347031050554,0.784092223948085
2051,AC074276.1,0.5441645058402367,0.7846934573192498
2011,AC011825.1,0.5449562546647826,0.7846934573192498
3941,GABARAPL2,0.5450438338676951,0.7846934573192498
1198,MRPS18A,0.5448877401940141,0.7846934573192498
666,EPS8,0.5443039855173677,0.7846934573192498
3183,ADCY6,0.5444748331836538,0.7846934573192498
3921,DDX11,0.54547831995581,0.7850412879137717
1305,NMRAL1,0.5469286471783126,0.7868503336923762
3490,ITGB5,0.5508518264819791,0.7922144642338004
42,AC079150.2,0.551125375401535,0.7923278975218111
1207,MSTO1,0.5517338043127684,0.7929225224410196
889,HMGN1,0.5524634200300833,0.7936908293407833
246,AXIN1,0.553360242713484,0.7946987254212703
1111,MAPK14,0.5538686791792883,0.7951483330722058
1053,LIMA1,0.5545838164195288,0.795894264043541
3408,FAT1,0.5549639728376776,0.796159100969104
3801,LRRFIP2,0.5557746694681376,0.7970411926481044
1097,MAGI1,0.5563231813265781,0.7975467939412374
2044,AC069218.1,0.557244910642452,0.7985868965897112
2797,HYAL1,0.5576001228611152,0.7988146779460538
3247,BAX,0.5583549787391155,0.7992307882979255
726,FES,0.5585654415795392,0.7992307882979255
3362,DPT,0.5588724382053799,0.7992307882979255
3372,EIF2AK2,0.5587441664140468,0.7992307882979255
2413,CDKN1A,0.5583445578631583,0.7992307882979255
1289,NF2,0.5614885869181652,0.8024081982994846
3441,GMFB,0.5613045401616725,0.8024081982994846
946,ING4,0.5627100913222964,0.8038715590318519
3083,NOTCH1,0.563011313266709,0.8040196649107038
966,ISYNA1,0.5634327741504461,0.8043393163073714
124,AL096701.1,0.5636589787935351,0.8043800994704374
93,AEN,0.5639011494882644,0.804443630710563
816,GNPAT,0.5643580143976095,0.8046117208476806
1248,NAP1L4,0.5646120576759155,0.8046117208476806
3856,ADCK5,0.5645903186267056,0.8046117208476806
3044,NBPF11,0.564848997309133,0.8046676300483624
586,DNAJC8,0.5664002578366845,0.8065951887317375
3349,DHRS4L2,0.5684361801609257,0.8089284102290095
280,BMS1,0.5683031172826796,0.8089284102290095
1001,KIAA0100,0.5693753563824717,0.8099817198450401
646,ELP3,0.5702739068634768,0.810410195856966
1026,KRT18P34,0.5701701202134279,0.810410195856966
2712,GNA15,0.5699407299865351,0.810410195856966
338,CALU,0.5709503737067816,0.8105225047040814
2921,MAP2K7,0.5706353652406817,0.8105225047040814
2697,GANAB,0.5707596637199692,0.8105225047040814
1212,MT.TY,0.5712819182371052,0.8107103930352224
2884,LCMT2,0.571659984652787,0.8109641469281433
1063,LINC01578,0.5720889896976529,0.8112899609998074
1147,MFSD10,0.5727322161982193,0.8119192336909622
2731,GSS,0.5739128219943771,0.8131709743862311
2395,CCT8,0.5740147934672338,0.8131709743862311
1210,MT.TD,0.5755633240139861,0.8147974708650169
3717,DUSP4,0.5754488976745908,0.8147974708650169
2849,KCTD20,0.5769791193121159,0.8165177383867565
3277,CCDC167,0.578892966484545,0.8186568358554893
1338,NTAN1,0.5788443321671901,0.8186568358554893
848,GTPBP2,0.5794402770968157,0.8191462062466273
503,CUL3,0.5813320166929583,0.8215351763681736
1311,NOL9,0.5818574230677422,0.8219922637576226
3913,COPB2,0.58209841124958,0.8220473746654373
879,HEXIM1,0.5833668380266983,0.8225098091978434
2829,IQGAP2,0.5831080963962807,0.8225098091978434
3715,DOCK6,0.5836330770361464,0.8225098091978434
947,ING5,0.5838405009269213,0.8225098091978434
3354,DNAJB2,0.5837084313521133,0.8225098091978434
3564,MRPL33,0.5837803014537529,0.8225098091978434
3609,NPAS2,0.5829305940362701,0.8225098091978434
1102,MAN2A2,0.5852658905090511,0.8242325862878331
591,DOK4,0.5858318553310192,0.8243058494332889
115,AKAP13,0.5859255091917702,0.8243058494332889
192,ARHGAP27P1.BPTFP1.KPNA2P3,0.5858486296978205,0.8243058494332889
3232,ARHGAP1,0.5865262172716365,0.8248658273308778
241,ATXN2L,0.5883102121753425,0.8270889684123123
1191,MRPL40,0.5908297185157596,0.8303442521958362
635,EIF4A1P10,0.5912400466579377,0.8306341007586491
837,GSN,0.5914465625332724,0.8306375119083571
4004,MTA2,0.5930811916026046,0.8326458950750607
2694,GADD45B,0.5936628030400278,0.8331750373699701
19,AC008038.1,0.5942572705549498,0.8337218514852277
519,CYC1,0.5946160978045193,0.8339378077410039
3030,MYO1F,0.5948677457832777,0.8340033500991871
3767,IDE,0.5951780586276609,0.83415106701604
1017,KPNA1,0.596661123973011,0.8359417468399843
3677,CAST,0.5985509788549731,0.8383009235855955
470,CPEB1,0.5995495140292563,0.8394105683175346
1134,MED4,0.6006226788914423,0.8400799421663486
3669,C12orf43,0.6005285398266935,0.8400799421663486
1226,MVP,0.6006468382565293,0.8400799421663486
3508,KRT18P40,0.6011087708315088,0.8401485911003574
3805,MAP1LC3A,0.6010670621929606,0.8401485911003574
513,CXXC1,0.6018289137769421,0.8408663505225386
367,CCDC94,0.6033765460324787,0.8425041475415214
122,AL035071.1,0.6034151326986572,0.8425041475415214
